ano;mes;hom_doloso;lesao_corp_morte;latrocinio;cvli;hom_por_interv_policial;letalidade_violenta;tentat_hom;lesao_corp_dolosa;estupro;hom_culposo;lesao_corp_culposa;roubo_transeunte;roubo_celular;roubo_em_coletivo;roubo_rua;roubo_veiculo;roubo_carga;roubo_comercio;roubo_residencia;roubo_banco;roubo_cx_eletronico;roubo_conducao_saque;roubo_apos_saque;roubo_bicicleta;outros_roubos;total_roubos;furto_veiculos;furto_transeunte;furto_coletivo;furto_celular;furto_bicicleta;outros_furtos;total_furtos;sequestro;extorsao;sequestro_relampago;estelionato;apreensao_drogas;posse_drogas;trafico_drogas;apreensao_drogas_sem_autor;recuperacao_veiculos;apf;aaapai;cmp;cmba;ameaca;pessoas_desaparecidas;encontro_cadaver;encontro_ossada;pol_militares_mortos_serv;pol_civis_mortos_serv;registro_ocorrencias;fase;data;trimestre;semestre;total_crimes_patrimonio;tem_cvli
1991;1;657;0.0;15;0.0;0.0;672;162;3051;0.0;0.0;0.0;967;0.0;381;1348;1174;63;350;188;37;0.0;0.0;0.0;0.0;158;3318;2009;1147;0.0;0.0;0.0;3561;6717;;;;;133;;;;872;;;;;;;217;;;;;3;1991-01-01;1;1;10035;0
1991;2;732;0.0;17;0.0;0.0;749;175;3421;0.0;0.0;0.0;963;0.0;432;1395;1097;64;357;171;35;0.0;0.0;0.0;0.0;142;3261;1850;1066;0.0;0.0;0.0;3309;6225;;;;;127;;;;751;;;;;;;209;;;;;3;1991-02-01;1;1;9486;0
1991;3;713;0.0;25;0.0;0.0;738;216;3613;0.0;0.0;0.0;963;0.0;422;1385;1265;71;443;191;43;0.0;0.0;0.0;0.0;131;3529;2084;1062;0.0;0.0;0.0;3573;6719;;;;;80;;;;789;;;;;;;188;;;;;3;1991-03-01;1;1;10248;0
1991;4;634;0.0;20;0.0;0.0;654;200;3211;0.0;0.0;0.0;1186;0.0;354;1540;1415;81;425;199;36;0.0;0.0;0.0;0.0;112;3808;2085;1195;0.0;0.0;0.0;3290;6570;;;;;133;;;;787;;;;;;;140;;;;;3;1991-04-01;2;1;10378;0
1991;5;650;0.0;20;0.0;0.0;670;146;3051;0.0;0.0;0.0;931;0.0;335;1266;1449;82;553;231;27;0.0;0.0;0.0;0.0;147;3755;2185;723;0.0;0.0;0.0;3546;6454;;;;;163;;;;845;;;;;;;78;;;;;3;1991-05-01;2;1;10209;0
1991;6;647;0.0;14;0.0;0.0;661;201;2977;0.0;0.0;0.0;831;0.0;342;1173;1354;82;518;178;37;0.0;0.0;0.0;0.0;81;3423;1992;673;0.0;0.0;0.0;3519;6184;;;;;157;;;;802;;;;;;;111;;;;;3;1991-06-01;2;1;9607;0
1991;7;558;0.0;14;0.0;0.0;572;201;2784;0.0;0.0;0.0;797;0.0;308;1105;1365;82;496;186;25;0.0;0.0;0.0;0.0;94;3353;1978;700;0.0;0.0;0.0;3604;6282;;;;;203;;;;870;;;;;;;126;;;;;3;1991-07-01;3;2;9635;0
1991;8;557;0.0;11;0.0;0.0;568;209;3134;0.0;0.0;0.0;813;0.0;299;1112;1347;71;498;189;29;0.0;0.0;0.0;0.0;88;3334;1835;794;0.0;0.0;0.0;3641;6270;;;;;215;;;;809;;;;;;;79;;;;;3;1991-08-01;3;2;9604;0
1991;9;542;0.0;19;0.0;0.0;561;146;3026;0.0;0.0;0.0;805;0.0;281;1086;1353;91;473;199;12;0.0;0.0;0.0;0.0;90;3304;1993;810;0.0;0.0;0.0;3460;6263;;;;;179;;;;756;;;;;;;71;;;;;3;1991-09-01;3;2;9567;0
1991;10;613;0.0;21;0.0;0.0;634;200;3482;0.0;0.0;0.0;834;0.0;328;1162;1470;83;561;228;16;0.0;0.0;0.0;0.0;107;3627;1999;862;0.0;0.0;0.0;3621;6482;;;;;184;;;;818;;;;;;;95;;;;;3;1991-10-01;4;2;10109;0
1991;11;577;0.0;13;0.0;0.0;590;192;3300;0.0;0.0;0.0;978;0.0;409;1387;1600;94;569;239;26;0.0;0.0;0.0;0.0;97;4012;2039;884;0.0;0.0;0.0;3601;6524;;;;;170;;;;886;;;;;;;50;;;;;3;1991-11-01;4;2;10536;0
1991;12;638;0.0;16;0.0;0.0;654;202;4003;0.0;0.0;0.0;1022;0.0;358;1380;1563;157;563;242;24;0.0;0.0;0.0;0.0;131;4060;1930;1028;0.0;0.0;0.0;3563;6521;;;;;122;;;;905;;;;;;;95;;;;;3;1991-12-01;4;2;10581;0
1992;1;617;0.0;19;0.0;0.0;636;176;3155;0.0;0.0;0.0;962;0.0;373;1335;1801;172;579;271;12;0.0;0.0;0.0;0.0;126;4296;2357;969;0.0;0.0;0.0;3987;7313;;;;;189;;;;984;;;;;;;90;;;;;3;1992-01-01;1;1;11609;0
1992;2;691;0.0;27;0.0;0.0;718;184;3413;0.0;0.0;0.0;967;0.0;426;1393;1877;200;613;300;28;0.0;0.0;0.0;0.0;139;4550;2236;937;0.0;0.0;0.0;3713;6886;;;;;154;;;;917;;;;;;;90;;;;;3;1992-02-01;1;1;11436;0
1992;3;767;0.0;12;0.0;0.0;779;181;3732;0.0;0.0;0.0;1069;0.0;426;1495;1825;172;559;250;27;0.0;0.0;0.0;0.0;82;4410;2241;939;0.0;0.0;0.0;3983;7163;;;;;179;;;;951;;;;;;;72;;;;;3;1992-03-01;1;1;11573;0
1992;4;648;0.0;29;0.0;0.0;677;172;3293;0.0;0.0;0.0;1050;0.0;438;1488;2090;182;544;268;13;0.0;0.0;0.0;0.0;119;4704;2199;875;0.0;0.0;0.0;3841;6915;;;;;138;;;;969;;;;;;;66;;;;;3;1992-04-01;2;1;11619;0
1992;5;639;0.0;28;0.0;0.0;667;196;3042;0.0;0.0;0.0;940;0.0;439;1379;2194;143;523;276;16;0.0;0.0;0.0;0.0;126;4657;2422;849;0.0;0.0;0.0;3789;7060;;;;;149;;;;1042;;;;;;;56;;;;;3;1992-05-01;2;1;11717;0
1992;6;583;0.0;26;0.0;0.0;609;145;3013;0.0;0.0;0.0;901;0.0;417;1318;2220;171;444;237;10;0.0;0.0;0.0;0.0;93;4493;2340;819;0.0;0.0;0.0;3594;6753;;;;;158;;;;933;;;;;;;61;;;;;3;1992-06-01;2;1;11246;0
1992;7;541;0.0;36;0.0;0.0;577;130;2881;0.0;0.0;0.0;810;0.0;384;1194;2167;151;412;214;19;0.0;0.0;0.0;0.0;107;4264;2415;787;0.0;0.0;0.0;3672;6874;;;;;188;;;;951;;;;;;;67;;;;;3;1992-07-01;3;2;11138;0
1992;8;616;0.0;27;0.0;0.0;643;128;3034;0.0;0.0;0.0;850;0.0;397;1247;1959;134;375;249;15;0.0;0.0;0.0;0.0;114;4093;2288;818;0.0;0.0;0.0;3686;6792;;;;;186;;;;900;;;;;;;53;;;;;3;1992-08-01;3;2;10885;0
1992;9;560;0.0;19;0.0;0.0;579;135;2897;0.0;0.0;0.0;808;0.0;370;1178;2165;168;340;255;13;0.0;0.0;0.0;0.0;112;4231;2315;839;0.0;0.0;0.0;3487;6641;;;;;191;;;;940;;;;;;;63;;;;;3;1992-09-01;3;2;10872;0
1992;10;638;0.0;24;0.0;0.0;662;160;3337;0.0;0.0;0.0;827;0.0;406;1233;2322;135;361;258;25;0.0;0.0;0.0;0.0;121;4455;2452;875;0.0;0.0;0.0;3593;6920;;;;;162;;;;934;;;;;;;66;;;;;3;1992-10-01;4;2;11375;0
1992;11;658;0.0;19;0.0;0.0;677;149;3190;0.0;0.0;0.0;807;0.0;377;1184;2050;122;365;247;26;0.0;0.0;0.0;0.0;107;4101;2355;764;0.0;0.0;0.0;3586;6705;;;;;175;;;;910;;;;;;;69;;;;;3;1992-11-01;4;2;10806;0
1992;12;677;0.0;22;0.0;0.0;699;154;3502;0.0;0.0;0.0;823;0.0;357;1180;1832;186;351;255;23;0.0;0.0;0.0;0.0;91;3918;1999;931;0.0;0.0;0.0;3694;6624;;;;;174;;;;815;;;;;;;96;;;;;3;1992-12-01;4;2;10542;0
1993;1;597;0.0;13;0.0;0.0;610;139;3411;0.0;0.0;0.0;688;0.0;410;1098;2048;133;299;233;20;0.0;0.0;0.0;0.0;104;3935;2341;761;0.0;0.0;0.0;3791;6893;;;;;175;;;;855;;;;;;;85;;;;;3;1993-01-01;1;1;10828;0
1993;2;651;0.0;17;0.0;0.0;668;171;3449;0.0;0.0;0.0;752;0.0;348;1100;1897;135;279;220;20;0.0;0.0;0.0;0.0;111;3762;2127;671;0.0;0.0;0.0;3461;6259;;;;;160;;;;731;;;;;;;85;;;;;3;1993-02-01;1;1;10021;0
1993;3;755;0.0;18;0.0;0.0;773;169;3434;0.0;0.0;0.0;735;0.0;450;1185;2289;146;337;218;13;0.0;0.0;0.0;0.0;161;4349;2458;636;0.0;0.0;0.0;3809;6903;;;;;164;;;;869;;;;;;;76;;;;;3;1993-03-01;1;1;11252;0
1993;4;721;0.0;23;0.0;0.0;744;156;3246;0.0;0.0;0.0;829;0.0;395;1224;1994;139;294;216;25;0.0;0.0;0.0;0.0;142;4034;2088;561;0.0;0.0;0.0;3618;6267;;;;;139;;;;947;;;;;;;61;;;;;3;1993-04-01;2;1;10301;0
1993;5;665;0.0;24;0.0;0.0;689;152;3251;0.0;0.0;0.0;755;0.0;447;1202;2008;117;350;193;17;0.0;0.0;0.0;0.0;133;4020;2287;517;0.0;0.0;0.0;3604;6408;;;;;160;;;;956;;;;;;;55;;;;;3;1993-05-01;2;1;10428;0
1993;6;624;0.0;24;0.0;0.0;648;127;2466;0.0;0.0;0.0;749;0.0;391;1140;1988;114;310;214;17;0.0;0.0;0.0;0.0;127;3910;2199;569;0.0;0.0;0.0;3389;6157;;;;;138;;;;992;;;;;;;60;;;;;3;1993-06-01;2;1;10067;0
1993;7;657;0.0;20;0.0;0.0;677;142;3016;0.0;0.0;0.0;818;0.0;355;1173;2029;138;290;199;14;0.0;0.0;0.0;0.0;118;3961;2272;662;0.0;0.0;0.0;3480;6414;;;;;156;;;;1018;;;;;;;45;;;;;3;1993-07-01;3;2;10375;0
1993;8;617;0.0;22;0.0;0.0;639;136;2888;0.0;0.0;0.0;899;0.0;351;1250;2097;143;247;205;15;0.0;0.0;0.0;0.0;124;4081;2273;660;0.0;0.0;0.0;3475;6408;;;;;108;;;;952;;;;;;;59;;;;;3;1993-08-01;3;2;10489;0
1993;9;572;0.0;19;0.0;0.0;591;122;2566;0.0;0.0;0.0;787;0.0;362;1149;2058;143;297;217;14;0.0;0.0;0.0;0.0;98;3976;2354;580;0.0;0.0;0.0;3349;6283;;;;;126;;;;1007;;;;;;;47;;;;;3;1993-09-01;3;2;10259;0
1993;10;634;0.0;29;0.0;0.0;663;159;3223;0.0;0.0;0.0;903;0.0;412;1315;2228;142;282;249;28;0.0;0.0;0.0;0.0;119;4363;2393;601;0.0;0.0;0.0;3518;6512;;;;;154;;;;1088;;;;;;;52;;;;;3;1993-10-01;4;2;10875;0
1993;11;609;0.0;31;0.0;0.0;640;139;3198;0.0;0.0;0.0;958;0.0;423;1381;2181;166;328;220;25;0.0;0.0;0.0;0.0;127;4428;2173;612;0.0;0.0;0.0;3390;6175;;;;;134;;;;1139;;;;;;;71;;;;;3;1993-11-01;4;2;10603;0
1993;12;618;0.0;25;0.0;0.0;643;129;3485;0.0;0.0;0.0;907;0.0;378;1285;1973;185;326;221;17;0.0;0.0;0.0;0.0;123;4130;1932;658;0.0;0.0;0.0;3399;5989;;;;;135;;;;1065;;;;;;;96;;;;;3;1993-12-01;4;2;10119;0
1994;1;671;0.0;19;0.0;0.0;690;159;3120;0.0;0.0;0.0;912;0.0;352;1264;2010;94;304;216;18;0.0;0.0;0.0;0.0;136;4042;2286;538;0.0;0.0;0.0;3407;6231;;;;;133;;;;1055;;;;;;;56;;;;;3;1994-01-01;1;1;10273;0
1994;2;704;0.0;20;0.0;0.0;724;129;3407;0.0;0.0;0.0;842;0.0;371;1213;2033;96;316;184;18;0.0;0.0;0.0;0.0;114;3974;1862;605;0.0;0.0;0.0;3021;5488;;;;;121;;;;1111;;;;;;;89;;;;;3;1994-02-01;1;1;9462;0
1994;3;740;0.0;22;0.0;0.0;762;132;2909;0.0;0.0;0.0;1041;0.0;449;1490;2725;101;358;249;26;0.0;0.0;0.0;0.0;166;5115;2630;629;0.0;0.0;0.0;3242;6501;;;;;130;;;;1303;;;;;;;64;;;;;3;1994-03-01;1;1;11616;0
1994;4;737;0.0;20;0.0;0.0;757;137;2752;0.0;0.0;0.0;980;0.0;448;1428;2497;112;377;200;20;0.0;0.0;0.0;0.0;170;4804;2394;521;0.0;0.0;0.0;3122;6037;;;;;127;;;;1218;;;;;;;71;;;;;3;1994-04-01;2;1;10841;0
1994;5;621;0.0;24;0.0;0.0;645;122;2839;0.0;0.0;0.0;981;0.0;481;1462;2589;139;371;225;22;0.0;0.0;0.0;0.0;180;4988;2548;488;0.0;0.0;0.0;3221;6257;;;;;169;;;;1410;;;;;;;66;;;;;3;1994-05-01;2;1;11245;0
1994;6;682;0.0;16;0.0;0.0;698;160;2549;0.0;0.0;0.0;977;0.0;356;1333;2560;112;324;198;10;0.0;0.0;0.0;0.0;126;4663;2409;502;0.0;0.0;0.0;2960;5871;;;;;152;;;;1450;;;;;;;66;;;;;3;1994-06-01;2;1;10534;0
1994;7;681;0.0;24;0.0;0.0;705;137;2731;0.0;0.0;0.0;912;0.0;374;1286;2360;140;279;179;17;0.0;0.0;0.0;0.0;118;4379;2497;521;0.0;0.0;0.0;2925;5943;;;;;168;;;;1456;;;;;;;73;;;;;3;1994-07-01;3;2;10322;0
1994;8;610;0.0;18;0.0;0.0;628;134;2350;0.0;0.0;0.0;1174;0.0;426;1600;2196;108;914;196;19;0.0;0.0;0.0;0.0;170;5203;2281;1013;0.0;0.0;0.0;3510;6804;;;;;166;;;;1312;;;;;;;71;;;;;3;1994-08-01;3;2;12007;0
1994;9;694;0.0;12;0.0;0.0;706;138;2887;0.0;0.0;0.0;849;0.0;427;1276;2170;92;278;157;36;0.0;0.0;0.0;0.0;127;4136;1841;549;0.0;0.0;0.0;2710;5100;;;;;179;;;;1369;;;;;;;80;;;;;3;1994-09-01;3;2;9236;0
1994;10;761;0.0;8;0.0;0.0;769;177;3122;0.0;0.0;0.0;897;0.0;331;1228;2361;102;302;144;44;0.0;0.0;0.0;0.0;111;4292;2068;475;0.0;0.0;0.0;2719;5262;;;;;152;;;;1483;;;;;;;83;;;;;3;1994-10-01;4;2;9554;0
1994;11;681;0.0;19;0.0;0.0;700;145;3481;0.0;0.0;0.0;1043;0.0;338;1381;1957;101;287;160;38;0.0;0.0;0.0;0.0;127;4051;1736;505;0.0;0.0;0.0;2794;5035;;;;;190;;;;1383;;;;;;;96;;;;;3;1994-11-01;4;2;9086;0
1994;12;826;0.0;21;0.0;0.0;847;196;3550;0.0;0.0;0.0;1045;0.0;406;1451;2012;189;293;165;42;0.0;0.0;0.0;0.0;159;4311;1679;571;0.0;0.0;0.0;2712;4962;;;;;143;;;;1480;;;;;;;98;;;;;3;1994-12-01;4;2;9273;0
1995;1;831;0.0;17;0.0;0.0;848;166;3626;0.0;0.0;0.0;1056;0.0;377;1433;2060;188;323;174;38;0.0;0.0;0.0;0.0;134;4350;1924;520;0.0;0.0;0.0;2941;5385;;;;;147;;;;1435;;;;;;;98;;;;;3;1995-01-01;1;1;9735;0
1995;2;814;0.0;16;0.0;0.0;830;179;3286;0.0;0.0;0.0;981;0.0;350;1331;1876;118;294;144;32;0.0;0.0;0.0;0.0;152;3947;1737;465;0.0;0.0;0.0;2519;4721;;;;;194;;;;1293;;;;;;;78;;;;;3;1995-02-01;1;1;8668;0
1995;3;756;0.0;17;0.0;0.0;773;168;3258;0.0;0.0;0.0;976;0.0;413;1389;2271;160;352;159;26;0.0;0.0;0.0;0.0;190;4547;2135;457;0.0;0.0;0.0;2889;5481;;;;;181;;;;1491;;;;;;;69;;;;;3;1995-03-01;1;1;10028;0
1995;4;788;0.0;20;0.0;0.0;808;170;3028;0.0;0.0;0.0;1033;0.0;426;1459;2293;86;315;150;37;0.0;0.0;0.0;0.0;176;4516;1842;440;0.0;0.0;0.0;2556;4838;;;;;230;;;;1496;;;;;;;93;;;;;3;1995-04-01;2;1;9354;0
1995;5;784;0.0;19;0.0;0.0;803;149;2864;0.0;0.0;0.0;1021;0.0;415;1436;2178;101;322;158;26;0.0;0.0;0.0;0.0;169;4390;1843;441;0.0;0.0;0.0;2815;5099;;;;;192;;;;1615;;;;;;;89;;;;;3;1995-05-01;2;1;9489;0
1995;6;673;0.0;20;0.0;0.0;693;141;2786;0.0;0.0;0.0;883;0.0;442;1325;2061;94;298;132;31;0.0;0.0;0.0;0.0;174;4115;1951;463;0.0;0.0;0.0;2606;5020;;;;;246;;;;1580;;;;;;;97;;;;;3;1995-06-01;2;1;9135;0
1995;7;702;0.0;12;0.0;0.0;714;190;3266;0.0;0.0;0.0;904;0.0;416;1320;2010;74;343;157;43;0.0;0.0;0.0;0.0;159;4106;1927;514;0.0;0.0;0.0;2614;5055;;;;;326;;;;1557;;;;;;;101;;;;;3;1995-07-01;3;2;9161;0
1995;8;664;0.0;12;0.0;0.0;676;187;3256;0.0;0.0;0.0;963;0.0;445;1408;2007;68;367;124;49;0.0;0.0;0.0;0.0;182;4205;1817;622;0.0;0.0;0.0;2697;5136;;;;;446;;;;1626;;;;;;;116;;;;;3;1995-08-01;3;2;9341;0
1995;9;623;0.0;19;0.0;0.0;642;165;3178;0.0;0.0;0.0;936;0.0;498;1434;1906;62;299;97;29;0.0;0.0;0.0;0.0;154;3981;1736;560;0.0;0.0;0.0;2523;4819;;;;;355;;;;1495;;;;;;;70;;;;;3;1995-09-01;3;2;8800;0
1995;10;565;0.0;18;0.0;0.0;583;160;3207;0.0;0.0;0.0;867;0.0;486;1353;1806;59;361;122;37;0.0;0.0;0.0;0.0;147;3885;1819;622;0.0;0.0;0.0;2512;4953;;;;;395;;;;1459;;;;;;;108;;;;;3;1995-10-01;4;2;8838;0
1995;11;603;0.0;17;0.0;0.0;620;129;3180;0.0;0.0;0.0;871;0.0;456;1327;1699;98;288;130;54;0.0;0.0;0.0;0.0;149;3745;1622;595;0.0;0.0;0.0;2474;4691;;;;;418;;;;1342;;;;;;;110;;;;;3;1995-11-01;4;2;8436;0
1995;12;635;0.0;13;0.0;0.0;648;140;3534;0.0;0.0;0.0;890;0.0;402;1292;1509;90;324;78;38;0.0;0.0;0.0;0.0;153;3484;1575;715;0.0;0.0;0.0;2498;4788;;;;;378;;;;1233;;;;;;;104;;;;;3;1995-12-01;4;2;8272;0
1996;1;621;0.0;10;0.0;0.0;631;173;3680;0.0;0.0;0.0;986;0.0;413;1399;1569;196;243;96;26;0.0;0.0;0.0;0.0;194;3723;1731;622;0.0;0.0;0.0;2773;5126;;;;;416;;;;1015;;;;;;;156;;;;;3;1996-01-01;1;1;8849;0
1996;2;601;0.0;17;0.0;0.0;618;146;3389;0.0;0.0;0.0;1002;0.0;436;1438;1555;216;274;67;31;0.0;0.0;0.0;0.0;162;3743;1526;787;0.0;0.0;0.0;2538;4851;;;;;362;;;;901;;;;;;;71;;;;;3;1996-02-01;1;1;8594;0
1996;3;706;0.0;14;0.0;0.0;720;200;3428;0.0;0.0;0.0;994;0.0;480;1474;1890;265;315;84;30;0.0;0.0;0.0;0.0;243;4301;1829;799;0.0;0.0;0.0;2623;5251;;;;;474;;;;1109;;;;;;;111;;;;;3;1996-03-01;1;1;9552;0
1996;4;578;0.0;14;0.0;0.0;592;139;3304;0.0;0.0;0.0;1006;0.0;530;1536;1741;250;433;120;47;0.0;0.0;0.0;0.0;207;4334;1720;788;0.0;0.0;0.0;2618;5126;;;;;492;;;;1025;;;;;;;82;;;;;3;1996-04-01;2;1;9460;0
1996;5;556;0.0;16;0.0;0.0;572;162;3228;0.0;0.0;0.0;1025;0.0;567;1592;1652;244;335;84;24;0.0;0.0;0.0;0.0;196;4127;1777;855;0.0;0.0;0.0;2584;5216;;;;;561;;;;1118;;;;;;;77;;;;;3;1996-05-01;2;1;9343;0
1996;6;596;0.0;18;0.0;0.0;614;157;3310;0.0;0.0;0.0;958;0.0;507;1465;1506;237;294;77;22;0.0;0.0;0.0;0.0;173;3774;1586;813;0.0;0.0;0.0;2322;4721;;;;;506;;;;951;;;;;;;64;;;;;3;1996-06-01;2;1;8495;0
1996;7;624;0.0;14;0.0;0.0;638;162;3182;0.0;0.0;0.0;1073;0.0;485;1558;1507;254;278;87;18;0.0;0.0;0.0;0.0;148;3850;1825;1013;0.0;0.0;0.0;2464;5302;;;;;602;;;;983;;;;;;;74;;;;;3;1996-07-01;3;2;9152;0
1996;8;601;0.0;20;0.0;0.0;621;152;3499;0.0;0.0;0.0;1048;0.0;449;1497;1479;251;260;115;17;0.0;0.0;0.0;0.0;180;3799;1723;926;0.0;0.0;0.0;2487;5136;;;;;656;;;;894;;;;;;;89;;;;;3;1996-08-01;3;2;8935;0
1996;9;571;0.0;11;0.0;0.0;582;170;3170;0.0;0.0;0.0;1024;0.0;383;1407;1312;250;298;103;18;0.0;0.0;0.0;0.0;170;3558;1637;833;0.0;0.0;0.0;2467;4937;;;;;585;;;;790;;;;;;;76;;;;;3;1996-09-01;3;2;8495;0
1996;10;621;0.0;6;0.0;0.0;627;189;3687;0.0;0.0;0.0;1078;0.0;415;1493;1394;272;278;106;20;0.0;0.0;0.0;0.0;234;3797;1715;751;0.0;0.0;0.0;2776;5242;;;;;691;;;;877;;;;;;;74;;;;;3;1996-10-01;4;2;9039;0
1996;11;557;0.0;14;0.0;0.0;571;182;3544;0.0;0.0;0.0;1012;0.0;366;1378;1412;249;287;94;16;0.0;0.0;0.0;0.0;226;3662;1504;695;0.0;0.0;0.0;2717;4916;;;;;713;;;;759;;;;;;;92;;;;;3;1996-11-01;4;2;8578;0
1996;12;627;0.0;12;0.0;0.0;639;186;3759;0.0;0.0;0.0;1105;0.0;449;1554;1350;319;315;87;19;0.0;0.0;0.0;0.0;195;3839;1553;902;0.0;0.0;0.0;2799;5254;;;;;673;;;;729;;;;;;;111;;;;;3;1996-12-01;4;2;9093;0
1997;1;569;0.0;10;0.0;0.0;579;170;3812;0.0;0.0;0.0;1269;0.0;501;1770;1442;256;277;97;22;0.0;0.0;0.0;0.0;265;4129;1772;830;0.0;0.0;0.0;3005;5607;;;;;737;;;;810;;;;;;;59;;;;;3;1997-01-01;1;1;9736;0
1997;2;649;0.0;11;0.0;0.0;660;158;3676;0.0;0.0;0.0;1162;0.0;522;1684;1360;198;277;84;14;0.0;0.0;0.0;0.0;228;3845;1564;969;0.0;0.0;0.0;2818;5351;;;;;836;;;;729;;;;;;;92;;;;;3;1997-02-01;1;1;9196;0
1997;3;624;0.0;8;0.0;0.0;632;161;3840;0.0;0.0;0.0;1212;0.0;501;1713;1634;227;326;111;9;0.0;0.0;0.0;0.0;294;4314;1901;870;0.0;0.0;0.0;2949;5720;;;;;897;;;;884;;;;;;;73;;;;;3;1997-03-01;1;1;10034;0
1997;4;530;0.0;14;0.0;0.0;544;177;3670;0.0;0.0;0.0;1374;0.0;621;1995;1776;246;337;82;15;0.0;0.0;0.0;0.0;295;4746;1845;1098;0.0;0.0;0.0;3016;5959;;;;;778;;;;1004;;;;;;;66;;;;;3;1997-04-01;2;1;10705;0
1997;5;586;0.0;11;0.0;0.0;597;188;3599;0.0;0.0;0.0;1461;0.0;633;2094;1736;276;418;89;7;0.0;0.0;0.0;0.0;277;4897;1865;1178;0.0;0.0;0.0;3103;6146;;;;;811;;;;961;;;;;;;67;;;;;3;1997-05-01;2;1;11043;0
1997;6;640;0.0;16;0.0;0.0;656;181;3512;0.0;0.0;0.0;1349;0.0;543;1892;1641;259;370;79;17;0.0;0.0;0.0;0.0;287;4545;1769;1031;0.0;0.0;0.0;2871;5671;;;;;704;;;;998;;;;;;;57;;;;;3;1997-06-01;2;1;10216;0
1997;7;541;0.0;10;0.0;0.0;551;190;3155;0.0;0.0;0.0;872;0.0;533;1405;1687;186;325;73;16;0.0;0.0;0.0;0.0;1062;4754;2001;621;0.0;0.0;0.0;3500;6122;;;;;242;;;;823;;;;;;;0;;;;;3;1997-07-01;3;2;10876;0
1997;8;544;0.0;6;0.0;0.0;550;184;3232;0.0;0.0;0.0;895;0.0;612;1507;1667;257;295;79;17;0.0;0.0;0.0;0.0;1063;4885;1948;689;0.0;0.0;0.0;3925;6562;;;;;273;;;;829;;;;;;;0;;;;;3;1997-08-01;3;2;11447;0
1997;9;601;0.0;7;0.0;0.0;608;238;3528;0.0;0.0;0.0;952;0.0;579;1531;1692;308;294;70;7;0.0;0.0;0.0;0.0;1059;4961;1923;527;0.0;0.0;0.0;3728;6178;;;;;252;;;;846;;;;;;;0;;;;;3;1997-09-01;3;2;11139;0
1997;10;573;0.0;2;0.0;0.0;575;236;3805;0.0;0.0;0.0;1080;0.0;602;1682;1763;310;331;90;13;0.0;0.0;0.0;0.0;815;5004;1819;706;0.0;0.0;0.0;3845;6370;;;;;320;;;;956;;;;;;;0;;;;;3;1997-10-01;4;2;11374;0
1997;11;529;0.0;11;0.0;0.0;540;235;4084;0.0;0.0;0.0;951;0.0;427;1378;1696;275;308;82;6;0.0;0.0;0.0;0.0;985;4730;1845;501;0.0;0.0;0.0;3727;6073;;;;;275;;;;931;;;;;;;0;;;;;3;1997-11-01;4;2;10803;0
1997;12;537;0.0;11;0.0;0.0;548;237;4360;0.0;0.0;0.0;935;0.0;500;1435;1482;265;321;64;13;0.0;0.0;0.0;0.0;1101;4681;1582;609;0.0;0.0;0.0;3847;6038;;;;;263;;;;859;;;;;;;0;;;;;3;1997-12-01;4;2;10719;0
1998;1;577;0.0;14;0.0;18.0;609;236;5377;0.0;323.0;0.0;1100;0.0;614;1714;1799;320;380;72;11;0.0;0.0;0.0;0.0;1031;5327;1754;705;0.0;0.0;0.0;4355;6814;;;;;991;;;;968;;;;;;;13;;;;;3;1998-01-01;1;1;12141;0
1998;2;519;0.0;7;0.0;23.0;549;241;4714;0.0;259.0;0.0;1015;0.0;564;1579;1582;255;330;74;11;0.0;0.0;0.0;0.0;1088;4919;1575;623;0.0;0.0;0.0;3779;5977;;;;;1102;;;;912;;;;;;;45;;;;;3;1998-02-01;1;1;10896;0
1998;3;606;0.0;11;0.0;35.0;652;204;5216;0.0;312.0;0.0;1054;0.0;610;1664;1762;309;394;59;19;0.0;0.0;0.0;0.0;1191;5398;1889;564;0.0;0.0;0.0;4582;7035;;;;;1004;;;;1029;;;;;;;110;;;;;3;1998-03-01;1;1;12433;0
1998;4;518;0.0;10;0.0;41.0;569;207;4484;0.0;373.0;0.0;911;0.0;597;1508;1750;220;350;67;18;0.0;0.0;0.0;0.0;1297;5210;1869;513;0.0;0.0;0.0;4021;6403;;;;;1056;;;;1009;;;;;;;51;;;;;3;1998-04-01;2;1;11613;0
1998;5;489;0.0;12;0.0;41.0;542;211;3883;0.0;350.0;0.0;795;0.0;558;1353;1768;246;305;93;10;0.0;0.0;0.0;0.0;1284;5059;1981;322;0.0;0.0;0.0;3963;6266;;;;;1240;;;;1000;;;;;;;30;;;;;3;1998-05-01;2;1;11325;0
1998;6;396;0.0;5;0.0;38.0;439;171;4016;0.0;321.0;0.0;759;0.0;489;1248;1609;240;319;62;15;0.0;0.0;0.0;0.0;1171;4664;1804;422;0.0;0.0;0.0;3631;5857;;;;;1282;;;;942;;;;;;;26;;;;;3;1998-06-01;2;1;10521;0
1998;7;447;0.0;13;0.0;24.0;484;169;4187;0.0;327.0;0.0;879;0.0;594;1473;1966;256;332;79;10;0.0;0.0;0.0;0.0;1217;5333;1989;415;0.0;0.0;0.0;4122;6526;;;;;1265;;;;1109;;;;;;;62;;;;;3;1998-07-01;3;2;11859;0
