ano;mes;hom_doloso;lesao_corp_morte;latrocinio;cvli;hom_por_interv_policial;letalidade_violenta;tentat_hom;lesao_corp_dolosa;estupro;hom_culposo;lesao_corp_culposa;roubo_transeunte;roubo_celular;roubo_em_coletivo;roubo_rua;roubo_veiculo;roubo_carga;roubo_comercio;roubo_residencia;roubo_banco;roubo_cx_eletronico;roubo_conducao_saque;roubo_apos_saque;roubo_bicicleta;outros_roubos;total_roubos;furto_veiculos;furto_transeunte;furto_coletivo;furto_celular;furto_bicicleta;outros_furtos;total_furtos;sequestro;extorsao;sequestro_relampago;estelionato;apreensao_drogas;posse_drogas;trafico_drogas;apreensao_drogas_sem_autor;recuperacao_veiculos;apf;aaapai;cmp;cmba;ameaca;pessoas_desaparecidas;encontro_cadaver;encontro_ossada;pol_militares_mortos_serv;pol_civis_mortos_serv;registro_ocorrencias;fase;data;trimestre;semestre;total_crimes_patrimonio;tem_cvli
1998;8;433;0.0;9;0.0;32.0;474;188;4582;0.0;362.0;0.0;878;0.0;518;1396;1857;189;315;78;14;0.0;0.0;0.0;0.0;1309;5158;1752;484;0.0;0.0;0.0;4048;6284;;;;;1271;;;;1072;;;;;;;25;;;;;3;1998-08-01;3;2;11442;0
1998;9;433;0.0;8;0.0;32.0;473;185;4569;0.0;342.0;0.0;831;0.0;590;1421;1691;147;303;81;7;0.0;0.0;0.0;0.0;1436;5086;1646;428;0.0;0.0;0.0;4079;6153;;;;;1272;;;;941;;;;;;;29;;;;;3;1998-09-01;3;2;11239;0
1998;10;458;0.0;9;0.0;32.0;499;202;4762;0.0;328.0;0.0;787;0.0;512;1299;1938;83;296;69;7;0.0;0.0;0.0;0.0;1711;5403;1745;381;0.0;0.0;0.0;4330;6456;;;;;1098;;;;1064;;;;;;;45;;;;;3;1998-10-01;4;2;11859;0
1998;11;385;0.0;22;0.0;29.0;436;207;4673;0.0;418.0;0.0;722;0.0;576;1298;1885;115;331;74;9;0.0;0.0;0.0;0.0;1638;5350;1676;347;0.0;0.0;0.0;4016;6039;;;;;952;;;;1074;;;;;;;19;;;;;3;1998-11-01;4;2;11389;0
1998;12;465;0.0;9;0.0;10.0;484;197;5331;0.0;393.0;0.0;827;0.0;515;1342;1912;125;309;88;9;0.0;0.0;0.0;0.0;1676;5461;1629;483;0.0;0.0;0.0;4465;6577;;;;;844;;;;1041;;;;;;;7;;;;;3;1998-12-01;4;2;12038;0
1999;1;530;4.0;4;538.0;29.0;567;231;5351;0.0;345.0;3410.0;877;0.0;544;1421;2241;99;368;82;4;0.0;0.0;0.0;0.0;1457;5672;1899;499;0.0;0.0;0.0;4198;6596;0.0;;;;800;;;;1012;;;;;3021.0;;112;;;;32209.0;3;1999-01-01;1;1;12268;1
1999;2;508;7.0;14;529.0;25.0;554;229;5289;0.0;349.0;2943.0;890;0.0;577;1467;2019;101;347;97;16;0.0;0.0;0.0;0.0;1530;5577;1603;431;0.0;0.0;0.0;4217;6251;0.0;;;;632;;;;961;;;;;2951.0;;99;;;;30621.0;3;1999-02-01;1;1;11828;1
1999;3;451;13.0;12;476.0;25.0;501;222;5463;0.0;328.0;3071.0;900;0.0;633;1533;2652;121;421;108;20;0.0;0.0;0.0;0.0;1883;6738;1999;381;0.0;0.0;0.0;4576;6956;0.0;;;;763;;;;1437;;;;;3383.0;;67;;;;35094.0;3;1999-03-01;1;1;13694;1
1999;4;510;6.0;14;530.0;15.0;545;205;4936;0.0;304.0;3232.0;897;0.0;713;1610;2535;103;443;98;13;0.0;0.0;0.0;0.0;1635;6437;1841;347;0.0;0.0;0.0;4498;6686;0.0;;;;732;;;;1348;;;;;3016.0;;67;;;;32577.0;3;1999-04-01;2;1;13123;1
1999;5;533;6.0;8;547.0;33.0;580;209;4664;0.0;356.0;3511.0;1067;0.0;699;1766;2684;78;443;114;15;0.0;0.0;0.0;0.0;1590;6690;1866;384;0.0;0.0;0.0;4721;6971;0.0;;;;771;;;;1426;;;;;2930.0;;81;;;;33588.0;3;1999-05-01;2;1;13661;1
1999;6;494;4.0;4;502.0;20.0;522;186;4994;0.0;355.0;3152.0;987;0.0;670;1657;2798;87;459;122;19;0.0;0.0;0.0;0.0;1620;6762;1814;387;0.0;0.0;0.0;4677;6878;0.0;;;;733;;;;1443;;;;;3056.0;;75;;;;32885.0;3;1999-06-01;2;1;13640;1
1999;7;463;10.0;10;483.0;13.0;496;208;4650;0.0;344.0;3293.0;1085;0.0;668;1753;2874;72;441;135;8;0.0;0.0;0.0;0.0;1577;6860;1739;436;0.0;0.0;0.0;4589;6764;0.0;;;;754;;;;1627;;;;;3094.0;;88;;;;34052.0;3;1999-07-01;3;2;13624;1
1999;8;555;21.0;27;603.0;18.0;621;165;4789;0.0;284.0;2893.0;1114;0.0;645;1759;2580;90;479;126;12;0.0;0.0;0.0;0.0;1507;6553;1637;432;0.0;0.0;0.0;4299;6368;0.0;;;;679;;;;1445;;;;;3073.0;;91;;;;32684.0;3;1999-08-01;3;2;12921;1
1999;9;448;10.0;19;477.0;25.0;502;172;5219;0.0;310.0;3086.0;1207;0.0;687;1894;2460;73;414;91;5;0.0;0.0;0.0;0.0;1452;6389;1555;404;0.0;0.0;0.0;4187;6146;0.0;;;;682;;;;1454;;;;;3301.0;;71;;;;32756.0;3;1999-09-01;3;2;12535;1
1999;10;447;7.0;15;469.0;21.0;490;204;5474;0.0;282.0;3204.0;1314;0.0;639;1953;2550;80;454;113;8;0.0;0.0;0.0;0.0;1380;6538;1615;485;0.0;0.0;0.0;4452;6552;0.0;;;;790;;;;1380;;;;;3428.0;;76;;;;33646.0;3;1999-10-01;4;2;13090;1
1999;11;471;6.0;11;488.0;39.0;527;212;5105;0.0;267.0;3099.0;1209;0.0;592;1801;2136;72;405;118;3;0.0;0.0;0.0;0.0;1467;6002;1538;513;0.0;0.0;0.0;4721;6772;0.0;;;;815;;;;1196;;;;;3553.0;;75;;;;32548.0;3;1999-11-01;4;2;12774;1
1999;12;478;11.0;8;497.0;26.0;523;250;6087;0.0;449.0;3677.0;1346;0.0;586;1932;2137;95;389;117;6;0.0;0.0;0.0;0.0;1629;6305;1417;690;0.0;0.0;0.0;4960;7067;0.0;;;;753;;;;1082;;;;;3532.0;;99;;;;34179.0;3;1999-12-01;4;2;13372;1
2000;1;547;11.0;13;571.0;37.0;608;190;6254;0.0;264.0;6254.0;1278;0.0;633;1911;2165;245;373;129;10;0.0;0.0;0.0;0.0;1450;6283;1610;588;0.0;0.0;0.0;4862;7060;1.0;;;;758;;;;1188;;;;;3334.0;;71;;;;33870.0;3;2000-01-01;1;1;13343;1
2000;2;500;6.0;11;517.0;32.0;549;202;5983;0.0;252.0;5983.0;1572;0.0;795;2367;2257;293;369;109;19;0.0;0.0;0.0;0.0;1268;6682;1466;623;0.0;0.0;0.0;4992;7081;0.0;;;;765;;;;1695;;;;;4143.0;;79;;;;36131.0;3;2000-02-01;1;1;13763;1
2000;3;572;12.0;12;596.0;25.0;621;241;5891;0.0;202.0;5891.0;1467;0.0;809;2276;2503;274;391;149;8;0.0;0.0;0.0;0.0;1379;6980;1483;747;0.0;0.0;0.0;5394;7624;0.0;;;;894;;;;1952;;;;;4033.0;;99;;;;37426.0;3;2000-03-01;1;1;14604;1
2000;4;546;7.0;19;572.0;22.0;594;208;5594;0.0;192.0;5594.0;1370;0.0;776;2146;2749;303;428;105;14;0.0;0.0;0.0;0.0;1379;7124;1410;639;0.0;0.0;0.0;4885;6934;1.0;;;;838;;;;2106;;;;;3896.0;;96;;;;35786.0;3;2000-04-01;2;1;14058;1
2000;5;577;7.0;13;597.0;30.0;627;193;5466;0.0;248.0;5466.0;1607;0.0;819;2426;2757;327;438;94;14;0.0;0.0;0.0;0.0;1419;7475;1557;645;0.0;0.0;0.0;5231;7433;0.0;;;;715;;;;2189;;;;;3822.0;;82;;;;37301.0;3;2000-05-01;2;1;14908;1
2000;6;545;6.0;28;579.0;26.0;605;202;5188;0.0;217.0;5188.0;1742;0.0;807;2549;2289;324;508;115;18;0.0;0.0;0.0;0.0;1065;6868;1497;847;0.0;0.0;0.0;4744;7088;1.0;;;;783;;;;1907;;;;;3688.0;;115;;;;35201.0;3;2000-06-01;2;1;13956;1
2000;7;448;5.0;16;469.0;32.0;501;186;5190;0.0;234.0;5190.0;1751;0.0;662;2413;2283;278;515;126;17;0.0;0.0;0.0;0.0;1084;6716;1423;754;0.0;0.0;0.0;4726;6903;0.0;;;;815;;;;1896;;;;;3803.0;;65;;;;34894.0;3;2000-07-01;3;2;13619;1
2000;8;500;4.0;16;520.0;50.0;570;234;5660;0.0;219.0;5660.0;1856;1.0;698;2555;2248;253;477;134;10;0.0;0.0;0.0;0.0;1205;6882;1464;854;0.0;0.0;0.0;5232;7550;0.0;;;;973;;;;1916;;;;;4482.0;;77;;;;37087.0;3;2000-08-01;3;2;14432;1
2000;9;472;3.0;19;494.0;43.0;537;196;5607;0.0;199.0;5607.0;1916;0.0;611;2527;2118;255;484;111;17;0.0;0.0;0.0;0.0;1112;6624;1437;914;0.0;0.0;0.0;4951;7302;0.0;;;;884;;;;1834;;;;;4233.0;;83;;;;35060.0;3;2000-09-01;3;2;13926;1
2000;10;550;8.0;12;570.0;46.0;616;279;6653;0.0;225.0;6653.0;1935;0.0;697;2632;2043;252;472;129;17;0.0;0.0;0.0;0.0;1238;6783;1539;975;0.0;0.0;0.0;4952;7466;1.0;;;;897;;;;1745;;;;;5107.0;;80;;;;37393.0;3;2000-10-01;4;2;14249;1
2000;11;495;6.0;16;517.0;47.0;564;260;5827;0.0;205.0;5827.0;1432;779.0;502;2713;2119;271;440;100;13;0.0;0.0;0.0;0.0;1434;7090;1512;778;0.0;0.0;0.0;5236;7526;1.0;;;;1066;;;;1724;;;;;4332.0;;96;;;;35435.0;3;2000-11-01;4;2;14616;1
2000;12;535;4.0;25;564.0;37.0;601;250;6484;0.0;221.0;6484.0;1293;1340.0;496;3129;2197;316;469;108;11;0.0;0.0;0.0;0.0;1505;7735;1362;935;0.0;0.0;0.0;6094;8391;0.0;;;;871;;;;1764;;;;;4343.0;;107;;;;36886.0;3;2000-12-01;4;2;16126;1
2001;1;543;5.0;17;565.0;43.0;608;299;6582;0.0;240.0;3416.0;1059;1388.0;440;2887;2209;264;421;116;12;0.0;0.0;0.0;0.0;1818;7727;1487;863;0.0;0.0;0.0;6677;9027;0.0;;;;923;;;;1738;;;;;4714.0;;99;;;;37342.0;3;2001-01-01;1;1;16754;1
2001;2;547;6.0;18;571.0;52.0;623;295;6393;0.0;233.0;3576.0;1106;1223.0;466;2795;2138;212;438;111;14;0.0;0.0;0.0;0.0;1896;7604;1426;612;0.0;0.0;0.0;5869;7907;0.0;;;;984;;;;1667;;;;;4338.0;;92;;;;35666.0;3;2001-02-01;1;1;15511;1
2001;3;573;7.0;23;603.0;57.0;660;278;6611;0.0;221.0;3277.0;1120;1405.0;586;3111;2589;292;520;132;10;0.0;0.0;0.0;0.0;1963;8617;1630;533;0.0;0.0;0.0;6536;8699;1.0;;;;940;;;;2001;;;;;5226.0;;114;;;;39243.0;3;2001-03-01;1;1;17316;1
2001;4;526;8.0;29;563.0;53.0;616;278;6483;0.0;266.0;3720.0;1084;1339.0;570;2993;2305;281;523;131;15;0.0;0.0;0.0;0.0;1853;8101;1481;519;0.0;0.0;0.0;6083;8083;0.0;;;;859;;;;1988;;;;;4971.0;;130;;;;37865.0;3;2001-04-01;2;1;16184;1
2001;5;519;6.0;31;556.0;45.0;601;254;5609;0.0;287.0;3632.0;1071;1398.0;630;3099;2234;283;518;109;14;0.0;0.0;0.0;0.0;1869;8126;1522;539;0.0;0.0;0.0;6136;8197;0.0;;;;940;;;;2028;;;;;4642.0;;102;;;;37289.0;3;2001-05-01;2;1;16323;1
2001;6;443;8.0;25;476.0;50.0;526;258;5559;0.0;241.0;3384.0;1049;1316.0;467;2832;2205;273;500;130;11;0.0;0.0;0.0;0.0;1812;7763;1482;574;0.0;0.0;0.0;5643;7699;2.0;;;;929;;;;1856;;;;;4659.0;;80;;;;35618.0;3;2001-06-01;2;1;15462;1
2001;7;430;3.0;7;440.0;42.0;482;224;5464;0.0;269.0;3600.0;1206;1231.0;355;2792;2053;264;521;92;13;0.0;0.0;0.0;0.0;1647;7382;1535;777;0.0;0.0;0.0;5502;7814;0.0;;;;1105;;;;1865;;;;;4565.0;;65;;;;36187.0;3;2001-07-01;3;2;15196;1
2001;8;477;8.0;20;505.0;48.0;553;242;5671;0.0;253.0;3590.0;1328;1320.0;326;2974;2387;284;565;86;18;0.0;0.0;0.0;0.0;1885;8199;1554;797;0.0;0.0;0.0;5629;7980;2.0;;;;1354;;;;2143;;;;;4835.0;;70;;;;39287.0;3;2001-08-01;3;2;16179;1
2001;9;495;4.0;17;516.0;50.0;566;255;5779;0.0;231.0;3642.0;1308;1315.0;315;2938;2483;270;596;149;9;0.0;0.0;0.0;0.0;1962;8407;1470;753;0.0;0.0;0.0;5501;7724;1.0;;;;1217;;;;2020;;;;;4895.0;;98;;;;37415.0;3;2001-09-01;3;2;16131;1
2001;10;547;10.0;21;578.0;57.0;635;264;6118;0.0;218.0;3658.0;1379;1456.0;339;3174;2463;272;714;141;15;0.0;0.0;0.0;0.0;2059;8838;1591;796;0.0;0.0;0.0;5945;8332;0.0;;;;1275;;;;2200;;;;;5437.0;;100;;;;40485.0;3;2001-10-01;4;2;17170;1
2001;11;548;9.0;25;582.0;43.0;625;263;5969;0.0;224.0;3335.0;1370;1345.0;365;3080;2522;281;600;108;20;0.0;0.0;0.0;0.0;2025;8636;1476;733;0.0;0.0;0.0;5776;7985;2.0;;;;1060;;;;2191;;;;;4852.0;;91;;;;38515.0;3;2001-11-01;4;2;16621;1
2001;12;515;9.0;12;536.0;52.0;588;276;6400;0.0;257.0;3867.0;1418;1201.0;316;2935;2511;347;584;120;13;0.0;0.0;0.0;0.0;2063;8573;1543;943;0.0;0.0;0.0;5935;8421;1.0;;;;1006;;;;2077;;;;;4989.0;;88;;;;38665.0;3;2001-12-01;4;2;16994;1
2002;1;536;7.0;13;556.0;86.0;642;285;6158;0.0;185.0;3358.0;1316;1297.0;322;2935;2774;336;529;124;17;0.0;0.0;0.0;0.0;2275;8990;1785;797;0.0;0.0;0.0;6433;9015;2.0;;;;1040;;;;2396;;;;;5370.0;396.0;95;4.0;;;39833.0;3;2002-01-01;1;1;18005;1
2002;2;533;0.0;8;541.0;57.0;598;267;5584;0.0;213.0;3160.0;1324;1345.0;311;2980;2611;297;537;111;11;0.0;0.0;0.0;0.0;2336;8883;1578;741;0.0;0.0;0.0;5869;8188;1.0;;;;988;;;;2336;;;;;4819.0;361.0;107;1.0;;;37020.0;3;2002-02-01;1;1;17071;1
2002;3;614;7.0;20;641.0;63.0;704;361;6554;0.0;230.0;3769.0;1578;1422.0;465;3465;3262;413;682;134;9;0.0;0.0;0.0;0.0;2812;10777;1781;778;0.0;0.0;0.0;6513;9072;0.0;;;;966;;;;2638;;;;;5326.0;416.0;123;4.0;;;42741.0;3;2002-03-01;1;1;19849;1
2002;4;668;7.0;24;699.0;70.0;769;311;6367;0.0;222.0;3585.0;1722;1369.0;508;3599;3490;459;669;165;14;0.0;0.0;0.0;0.0;2954;11350;1839;842;0.0;0.0;0.0;6364;9045;2.0;;;;879;;;;3046;;;;;5652.0;409.0;87;2.0;;;43805.0;3;2002-04-01;2;1;20395;1
2002;5;667;6.0;22;695.0;75.0;770;372;6296;0.0;205.0;3466.0;1616;1324.0;482;3422;3210;412;638;166;13;0.0;0.0;0.0;0.0;2632;10493;1806;863;0.0;0.0;0.0;6275;8944;4.0;;;;914;;;;3009;;;;;5697.0;419.0;116;5.0;;;43388.0;3;2002-05-01;2;1;19437;1
2002;6;552;7.0;15;574.0;58.0;632;325;6133;0.0;203.0;3481.0;1472;913.0;404;2789;2538;251;530;135;8;0.0;0.0;0.0;0.0;2089;8340;1550;808;0.0;0.0;0.0;5594;7952;2.0;;;;941;;;;2334;;;;;5004.0;376.0;99;8.0;;;38595.0;3;2002-06-01;2;1;16292;1
2002;7;528;1.0;11;540.0;73.0;613;326;5426;0.0;216.0;3288.0;1535;943.0;393;2871;2682;293;568;130;12;0.0;0.0;0.0;0.0;2337;8893;1621;827;0.0;0.0;0.0;6062;8510;2.0;;;;1099;;;;2556;;;;;4998.0;428.0;130;6.0;;;40149.0;3;2002-07-01;3;2;17403;1
2002;8;493;9.0;12;514.0;99.0;613;363;6512;0.0;204.0;3828.0;1683;1005.0;426;3114;2509;317;583;140;4;0.0;0.0;0.0;0.0;2255;8922;1630;893;0.0;0.0;0.0;6420;8943;2.0;;;;1247;;;;2336;;;;;5763.0;430.0;118;7.0;;;42695.0;3;2002-08-01;3;2;17865;1
2002;9;540;6.0;17;563.0;75.0;638;305;5748;0.0;232.0;3683.0;1528;958.0;422;2908;2478;296;546;154;10;0.0;0.0;0.0;0.0;2090;8482;1753;814;0.0;0.0;0.0;6212;8779;4.0;;;;1137;;;;2391;;;;;5296.0;427.0;121;2.0;;;40036.0;3;2002-09-01;3;2;17261;1
2002;10;577;3.0;17;597.0;73.0;670;354;7387;0.0;224.0;3936.0;1754;1060.0;507;3321;2827;353;540;140;5;0.0;0.0;0.0;0.0;2486;9672;1733;933;0.0;0.0;0.0;6731;9397;2.0;;;;1261;;;;2595;;;;;6525.0;444.0;110;8.0;;;45692.0;3;2002-10-01;4;2;19069;1
2002;11;545;4.0;22;571.0;105.0;676;356;6676;0.0;184.0;3753.0;1730;953.0;436;3119;2953;366;572;169;13;0.0;0.0;0.0;0.0;2486;9678;1875;857;0.0;0.0;0.0;6708;9440;1.0;;;;1121;;;;2659;;;;;5984.0;438.0;129;5.0;;;43619.0;3;2002-11-01;4;2;19118;1
2002;12;632;8.0;12;652.0;66.0;718;387;7273;0.0;222.0;4014.0;1795;883.0;499;3177;3098;482;687;183;8;0.0;0.0;0.0;0.0;2605;10240;1769;1052;0.0;0.0;0.0;7152;9973;2.0;;;;1044;;;;2649;;;;;5797.0;437.0;148;4.0;;;44760.0;3;2002-12-01;4;2;20213;1
2003;1;589;6.0;20;615.0;90.0;705;365;6896;245.0;163.0;3097.0;1427;966.0;658;3051;3236;357;589;172;5;1.0;18.0;210.0;0.0;2657;10296;1940;983;49.0;760.0;0.0;6751;10483;2.0;23.0;0.0;885.0;1003;;;;2725;;;;;6127.0;409.0;144;3.0;3.0;2.0;44793.0;3;2003-01-01;1;1;20779;1
2003;2;583;4.0;12;599.0;111.0;710;361;7099;221.0;188.0;3207.0;1532;963.0;691;3186;3169;443;720;170;12;0.0;20.0;234.0;0.0;2680;10634;1732;858;53.0;648.0;0.0;7044;10335;3.0;29.0;0.0;802.0;1159;;;;2678;;;;;6047.0;425.0;186;5.0;2.0;0.0;45403.0;3;2003-02-01;1;1;20969;1
2003;3;613;5.0;16;634.0;113.0;747;332;6968;236.0;188.0;2993.0;1537;982.0;683;3202;2923;310;640;178;8;1.0;33.0;189.0;0.0;2492;9976;1833;943;55.0;647.0;0.0;7498;10976;0.0;30.0;0.0;821.0;1133;;;;2670;;;;;5793.0;462.0;156;7.0;7.0;1.0;45417.0;3;2003-03-01;1;1;20952;1
2003;4;585;11.0;14;610.0;125.0;735;297;6441;215.0;207.0;3083.0;1529;1007.0;624;3160;2966;303;702;169;10;0.0;37.0;232.0;0.0;2643;10222;1694;780;57.0;540.0;0.0;7338;10409;3.0;41.0;0.0;819.0;1061;;;;2703;;;;;5626.0;346.0;120;4.0;4.0;1.0;44184.0;3;2003-04-01;2;1;20631;1
2003;5;599;6.0;20;625.0;96.0;721;381;5843;189.0;228.0;3282.0;1558;1072.0;663;3293;3167;345;712;188;3;1.0;26.0;273.0;0.0;2867;10875;1805;812;57.0;554.0;0.0;7186;10414;2.0;57.0;0.0;874.0;1019;;;;2960;;;;;5436.0;417.0;147;4.0;4.0;1.0;45572.0;3;2003-05-01;2;1;21289;1
2003;6;546;2.0;14;562.0;86.0;648;316;6301;198.0;236.0;3239.0;1426;963.0;540;2929;2686;312;643;140;4;0.0;31.0;246.0;0.0;2487;9478;1535;786;36.0;484.0;0.0;6362;9203;1.0;59.0;0.0;859.0;1124;;;;2467;;;;;5666.0;386.0;138;5.0;3.0;1.0;44092.0;3;2003-06-01;2;1;18681;1
2003;7;527;8.0;17;552.0;100.0;652;409;6100;188.0;196.0;3228.0;1395;1018.0;426;2839;2541;324;763;174;4;0.0;22.0;278.0;0.0;2511;9456;1669;729;36.0;573.0;0.0;6595;9602;0.0;48.0;3.0;977.0;1207;;;;2384;;;;;5571.0;335.0;117;3.0;1.0;1.0;44673.0;3;2003-07-01;3;2;19058;1
2003;8;500;4.0;10;514.0;94.0;608;399;5834;205.0;187.0;3251.0;1491;1040.0;349;2880;2520;306;582;164;2;0.0;18.0;226.0;0.0;2592;9290;1590;726;41.0;534.0;0.0;6344;9235;1.0;50.0;6.0;900.0;1165;;;;2378;;;;;5288.0;384.0;181;5.0;4.0;0.0;42511.0;3;2003-08-01;3;2;18525;1
2003;9;512;4.0;16;532.0;102.0;634;271;6057;217.0;182.0;3184.0;1504;1202.0;377;3083;2524;271;571;188;1;1.0;26.0;239.0;0.0;2790;9694;1543;696;34.0;656.0;0.0;6738;9667;1.0;77.0;4.0;966.0;1135;;;;2381;;;;;5825.0;428.0;107;4.0;2.0;0.0;44508.0;3;2003-09-01;3;2;19361;1
2003;10;489;1.0;16;506.0;132.0;638;345;6184;210.0;187.0;3566.0;1457;1277.0;345;3079;2701;363;563;143;0;1.0;26.0;242.0;0.0;2789;9907;1553;689;31.0;645.0;0.0;6772;9690;0.0;121.0;3.0;1014.0;1192;;;;2292;;;;;5704.0;384.0;96;6.0;4.0;0.0;45199.0;3;2003-10-01;4;2;19597;1
2003;11;528;3.0;12;543.0;75.0;618;323;6849;232.0;174.0;3392.0;1443;1130.0;366;2939;2429;327;523;154;2;0.0;14.0;233.0;0.0;2520;9141;1560;758;39.0;653.0;0.0;6518;9528;1.0;88.0;5.0;954.0;1174;;;;2141;;;;;6042.0;435.0;104;5.0;4.0;0.0;44024.0;3;2003-11-01;4;2;18669;1
2003;12;553;2.0;12;567.0;71.0;638;325;7656;221.0;241.0;3825.0;1585;1140.0;303;3028;2669;412;544;183;5;2.0;20.0;281.0;0.0;2721;9865;1488;923;23.0;608.0;0.0;6949;9991;1.0;88.0;5.0;844.0;978;;;;2168;;;;;6347.0;389.0;129;2.0;5.0;0.0;45787.0;3;2003-12-01;4;2;19856;1
2004;1;578;4.0;12;594.0;77.0;671;303;6553;246.0;187.0;3239.0;1384;1304.0;321;3009;2673;292;461;169;1;4.0;26.0;229.0;0.0;2873;9737;1746;808;34.0;793.0;0.0;6927;10308;0.0;95.0;4.0;963.0;1079;;;;2301;;;;;6270.0;437.0;144;11.0;1.0;0.0;45289.0;3;2004-01-01;1;1;20045;1
2004;2;540;5.0;16;561.0;65.0;626;317;6459;199.0;178.0;3167.0;1431;1076.0;404;2911;2292;279;469;163;1;3.0;17.0;253.0;0.0;2678;9066;1581;813;51.0;719.0;0.0;6855;10019;1.0;87.0;4.0;841.0;1041;;;;1984;;;;;5156.0;396.0;105;3.0;6.0;0.0;42331.0;3;2004-02-01;1;1;19085;1
2004;3;529;1.0;17;547.0;81.0;628;340;6458;258.0;185.0;3218.0;1529;1392.0;456;3377;2777;388;545;180;5;0.0;20.0;283.0;0.0;2947;10522;1697;744;47.0;804.0;0.0;7365;10657;0.0;124.0;4.0;1047.0;997;;;;2245;;;;;5887.0;396.0;98;5.0;4.0;0.0;47564.0;3;2004-03-01;1;1;21179;1
2004;4;514;1.0;21;536.0;68.0;604;271;6197;239.0;219.0;3155.0;1890;996.0;454;3340;2894;422;536;150;3;1.0;18.0;219.0;0.0;2342;9925;1716;684;64.0;714.0;0.0;6546;9724;1.0;78.0;3.0;998.0;959;;;;2370;;;;;5443.0;409.0;111;4.0;3.0;0.0;44907.0;3;2004-04-01;2;1;19649;1
2004;5;605;5.0;18;628.0;103.0;731;341;6057;195.0;202.0;3654.0;1692;1396.0;384;3472;3059;480;562;148;5;0.0;11.0;226.0;0.0;1917;9880;1775;673;60.0;729.0;0.0;6706;9943;0.0;126.0;1.0;1031.0;1113;;;;2599;;;;;5443.0;382.0;110;6.0;6.0;0.0;46305.0;3;2004-05-01;2;1;19823;1
2004;6;502;1.0;13;516.0;75.0;591;243;5470;216.0;190.0;3128.0;1594;1371.0;439;3404;2789;419;528;152;1;2.0;10.0;253.0;0.0;1847;9405;1617;763;66.0;798.0;0.0;6561;9805;2.0;110.0;6.0;1102.0;1089;;;;2292;;;;;5028.0;321.0;81;3.0;3.0;0.0;44850.0;3;2004-06-01;2;1;19210;1
2004;7;505;2.0;15;522.0;69.0;591;293;5351;195.0;231.0;3276.0;1763;1069.0;587;3419;2851;367;571;162;4;0.0;19.0;242.0;0.0;1830;9465;1618;775;177.0;781.0;0.0;6089;9440;0.0;55.0;2.0;1097.0;982;;;;2299;;;;;4979.0;365.0;105;3.0;7.0;0.0;45077.0;3;2004-07-01;3;2;18905;1
2004;8;521;6.0;14;541.0;90.0;631;332;6196;276.0;239.0;3341.0;1946;799.0;569;3314;2494;305;455;133;1;0.0;15.0;219.0;0.0;1531;8467;1554;751;226.0;899.0;0.0;6205;9635;0.0;77.0;1.0;1070.0;1090;;;;2136;;;;;5414.0;353.0;120;4.0;2.0;0.0;47004.0;3;2004-08-01;3;2;18102;1
2004;9;507;2.0;21;530.0;86.0;616;293;6612;282.0;238.0;3480.0;2059;475.0;711;3245;2610;352;546;122;2;0.0;5.0;165.0;0.0;1154;8201;1493;702;298.0;878.0;0.0;5976;9347;1.0;68.0;1.0;980.0;944;;;;2069;;;;;5465.0;382.0;104;3.0;0.0;0.0;46447.0;3;2004-09-01;3;2;17548;1
2004;10;522;6.0;13;541.0;114.0;655;320;6477;272.0;209.0;3397.0;2268;388.0;756;3412;2745;408;472;141;6;5.0;9.0;195.0;0.0;1252;8645;1608;786;270.0;848.0;0.0;6135;9647;1.0;86.0;5.0;1089.0;937;;;;2218;;;;;5307.0;375.0;86;3.0;10.0;0.0;46514.0;3;2004-10-01;4;2;18292;1
2004;11;570;4.0;18;592.0;90.0;682;285;6235;280.0;193.0;3343.0;2281;437.0;716;3434;2645;428;518;177;3;2.0;14.0;227.0;0.0;1297;8745;1527;761;318.0;773.0;0.0;6531;9910;2.0;103.0;5.0;1141.0;914;;;;2073;;;;;5366.0;347.0;79;3.0;1.0;0.0;46496.0;3;2004-11-01;4;2;18655;1
2004;12;545;2.0;7;554.0;65.0;619;310;6943;259.0;259.0;3755.0;2419;381.0;699;3499;2579;574;500;163;5;3.0;30.0;265.0;0.0;1227;8845;1517;975;331.0;843.0;0.0;6669;10335;2.0;149.0;1.0;1225.0;862;;;;1936;;;;;5585.0;396.0;87;0.0;7.0;0.0;47478.0;3;2004-12-01;4;2;19180;1
2005;1;607;6.0;19;632.0;72.0;704;385;7052;334.0;220.0;3342.0;2424;441.0;650;3515;2747;402;428;155;1;4.0;25.0;166.0;0.0;1304;8747;1749;991;282.0;1074.0;0.0;6784;10880;2.0;173.0;5.0;1196.0;979;;;;2209;;;;;5920.0;413.0;87;2.0;1.0;0.0;47294.0;3;2005-01-01;1;1;19627;1
2005;2;619;4.0;12;635.0;59.0;694;306;5856;260.0;184.0;2643.0;2537;410.0;614;3561;2610;421;434;147;6;4.0;19.0;156.0;0.0;1345;8703;1521;1107;275.0;989.0;0.0;6341;10233;1.0;191.0;9.0;1016.0;840;;;;2129;;;;;4768.0;317.0;84;3.0;3.0;1.0;44168.0;3;2005-02-01;1;1;18936;1
